"Date","Price","Open","High","Low","Vol.","Change %"
"29-11-2006","1.9455","1.9526","1.9547","1.9436","","-0.36%"
"28-11-2006","1.9526","1.9378","1.9539","1.9368","","0.78%"
"27-11-2006","1.9374","1.9431","1.9438","1.9311","","0.30%"
"24-11-2006","1.9316","1.9158","1.9351","1.9147","","0.85%"
"23-11-2006","1.9153","1.9147","1.9171","1.9130","","0.03%"
"22-11-2006","1.9148","1.8991","1.9168","1.8988","","0.82%"
"21-11-2006","1.8992","1.8975","1.9005","1.8961","","0.15%"
"20-11-2006","1.8964","1.8947","1.8989","1.8933","","0.05%"
"17-11-2006","1.8955","1.8880","1.8967","1.8837","","0.37%"
"16-11-2006","1.8886","1.8892","1.8933","1.8851","","-0.01%"
"15-11-2006","1.8888","1.8958","1.8970","1.8838","","-0.37%"
"14-11-2006","1.8959","1.9030","1.9052","1.8926","","-0.26%"
"13-11-2006","1.9008","1.9110","1.9154","1.8997","","-0.54%"
"10-11-2006","1.9112","1.9059","1.9180","1.9057","","0.35%"
"09-11-2006","1.9046","1.9051","1.9085","1.8976","","-0.02%"
"08-11-2006","1.9049","1.9057","1.9097","1.9009","","-0.03%"
"07-11-2006","1.9054","1.8978","1.9124","1.8977","","0.44%"
"06-11-2006","1.8970","1.9022","1.9029","1.8950","","-0.21%"
"03-11-2006","1.9009","1.9082","1.9117","1.8977","","-0.38%"
"02-11-2006","1.9082","1.9080","1.9106","1.9034","","0.00%"
"01-11-2006","1.9082","1.9077","1.9138","1.9056","","0.04%"
"31-10-2006","1.9074","1.9004","1.9101","1.8959","","0.27%"
"30-10-2006","1.9022","1.8964","1.9044","1.8956","","0.18%"
"27-10-2006","1.8988","1.8894","1.9003","1.8872","","0.43%"
"26-10-2006","1.8907","1.8782","1.8926","1.8781","","0.69%"
"25-10-2006","1.8778","1.8726","1.8801","1.8723","","0.25%"
"24-10-2006","1.8731","1.8726","1.8771","1.8675","","-0.01%"
"23-10-2006","1.8732","1.8829","1.8832","1.8687","","-0.56%"
"20-10-2006","1.8838","1.8773","1.8861","1.8757","","0.34%"
"19-10-2006","1.8775","1.8679","1.8801","1.8666","","0.52%"
"18-10-2006","1.8678","1.8699","1.8740","1.8664","","-0.13%"
"17-10-2006","1.8703","1.8616","1.8737","1.8609","","0.49%"
"16-10-2006","1.8611","1.8550","1.8648","1.8524","","0.29%"
"13-10-2006","1.8558","1.8590","1.8637","1.8536","","-0.18%"
"12-10-2006","1.8591","1.8544","1.8613","1.8537","","0.29%"
"11-10-2006","1.8537","1.8538","1.8589","1.8519","","-0.04%"
"10-10-2006","1.8544","1.8668","1.8703","1.8527","","-0.70%"
"09-10-2006","1.8674","1.8699","1.8715","1.8636","","-0.13%"
"06-10-2006","1.8699","1.8789","1.8862","1.8674","","-0.48%"
"05-10-2006","1.8789","1.8867","1.8871","1.8751","","-0.40%"
"04-10-2006","1.8864","1.8871","1.8885","1.8780","","-0.06%"
"03-10-2006","1.8875","1.8865","1.8902","1.8856","","0.03%"
"02-10-2006","1.8869","1.8735","1.8878","1.8677","","0.79%"
"29-09-2006","1.8721","1.8756","1.8781","1.8634","","-0.23%"
"28-09-2006","1.8765","1.8896","1.8918","1.8725","","-0.67%"
"27-09-2006","1.8891","1.8951","1.8962","1.8854","","-0.27%"
"26-09-2006","1.8943","1.9008","1.9029","1.8932","","-0.30%"
"25-09-2006","1.9000","1.9008","1.9074","1.8983","","0.03%"
"22-09-2006","1.8995","1.9025","1.9063","1.8991","","-0.11%"
"21-09-2006","1.9015","1.8883","1.9034","1.8873","","0.75%"
"20-09-2006","1.8874","1.8813","1.8931","1.8805","","0.33%"
"19-09-2006","1.8812","1.8810","1.8887","1.8773","","0.05%"
"18-09-2006","1.8802","1.8786","1.8841","1.8736","","0.02%"
"15-09-2006","1.8798","1.8860","1.8883","1.8755","","-0.40%"
"14-09-2006","1.8873","1.8774","1.8919","1.8756","","0.58%"
"13-09-2006","1.8765","1.8736","1.8782","1.8712","","0.14%"
"12-09-2006","1.8739","1.8658","1.8772","1.8643","","0.47%"
"11-09-2006","1.8652","1.8663","1.8707","1.8603","","-0.02%"
"08-09-2006","1.8656","1.8760","1.8767","1.8629","","-0.53%"
"07-09-2006","1.8755","1.8855","1.8872","1.8708","","-0.45%"
"06-09-2006","1.8840","1.8937","1.8957","1.8795","","-0.53%"
"05-09-2006","1.8941","1.9058","1.9061","1.8914","","-0.66%"
"04-09-2006","1.9066","1.9065","1.9082","1.9030","","-0.02%"
"01-09-2006","1.9069","1.9038","1.9075","1.8959","","0.14%"
"31-08-2006","1.9042","1.9042","1.9093","1.8995","","-0.05%"
"30-08-2006","1.9052","1.8984","1.9061","1.8966","","0.35%"
"29-08-2006","1.8986","1.8943","1.9028","1.8899","","0.28%"
"28-08-2006","1.8933","1.8872","1.8990","1.8864","","0.36%"
"25-08-2006","1.8865","1.8877","1.8915","1.8831","","-0.05%"
"24-08-2006","1.8874","1.8927","1.8972","1.8860","","-0.30%"
"23-08-2006","1.8930","1.8875","1.8998","1.8866","","0.23%"
"22-08-2006","1.8886","1.8920","1.8950","1.8856","","-0.26%"
"21-08-2006","1.8936","1.8819","1.8998","1.8818","","0.58%"
"18-08-2006","1.8827","1.8857","1.8870","1.8777","","-0.14%"
"17-08-2006","1.8854","1.8964","1.9010","1.8821","","-0.56%"
"16-08-2006","1.8960","1.8939","1.9024","1.8881","","0.12%"
"15-08-2006","1.8938","1.8889","1.8978","1.8854","","0.30%"
"14-08-2006","1.8881","1.8914","1.8953","1.8844","","-0.10%"
"11-08-2006","1.8900","1.8940","1.8988","1.8888","","-0.18%"
"10-08-2006","1.8934","1.9051","1.9089","1.8869","","-0.58%"
"09-08-2006","1.9044","1.9037","1.9112","1.8973","","-0.16%"
"08-08-2006","1.9074","1.9053","1.9144","1.9006","","0.07%"
"07-08-2006","1.9060","1.9077","1.9115","1.9043","","-0.08%"
"04-08-2006","1.9075","1.8873","1.9128","1.8853","","1.06%"
"03-08-2006","1.8874","1.8771","1.8915","1.8701","","0.56%"
"02-08-2006","1.8768","1.8764","1.8795","1.8732","","0.03%"
"01-08-2006","1.8763","1.8679","1.8769","1.8627","","0.48%"
"31-07-2006","1.8673","1.8636","1.8690","1.8618","","0.17%"
"28-07-2006","1.8642","1.8575","1.8666","1.8544","","0.36%"
"27-07-2006","1.8575","1.8541","1.8676","1.8528","","0.18%"
"26-07-2006","1.8542","1.8407","1.8551","1.8391","","0.81%"
"25-07-2006","1.8393","1.8501","1.8537","1.8386","","-0.65%"
"24-07-2006","1.8513","1.8589","1.8592","1.8482","","-0.42%"
"21-07-2006","1.8591","1.8481","1.8599","1.8469","","0.61%"
"20-07-2006","1.8479","1.8422","1.8519","1.8420","","0.35%"
"19-07-2006","1.8415","1.8255","1.8443","1.8230","","0.85%"
"18-07-2006","1.8260","1.8199","1.8331","1.8185","","0.41%"
"17-07-2006","1.8186","1.8376","1.8387","1.8177","","-1.09%"
"14-07-2006","1.8386","1.8434","1.8450","1.8339","","-0.27%"
"13-07-2006","1.8435","1.8340","1.8468","1.8332","","0.50%"
"12-07-2006","1.8344","1.8448","1.8480","1.8312","","-0.62%"
"11-07-2006","1.8459","1.8423","1.8474","1.8368","","0.25%"
"10-07-2006","1.8413","1.8503","1.8522","1.8369","","-0.48%"
"07-07-2006","1.8502","1.8375","1.8539","1.8355","","0.77%"
"06-07-2006","1.8361","1.8349","1.8409","1.8334","","0.13%"
"05-07-2006","1.8337","1.8439","1.8488","1.8326","","-0.60%"
"04-07-2006","1.8447","1.8427","1.8481","1.8419","","0.14%"
"03-07-2006","1.8421","1.8475","1.8489","1.8385","","-0.29%"
"30-06-2006","1.8475","1.8275","1.8499","1.8272","","1.10%"
"29-06-2006","1.8274","1.8181","1.8298","1.8092","","0.47%"
"28-06-2006","1.8188","1.8218","1.8242","1.8144","","-0.18%"
"27-06-2006","1.8220","1.8244","1.8265","1.8186","","-0.11%"
"26-06-2006","1.8240","1.8195","1.8253","1.8163","","0.32%"
"23-06-2006","1.8181","1.8282","1.8313","1.8131","","-0.57%"
"22-06-2006","1.8285","1.8458","1.8469","1.8264","","-0.91%"
"21-06-2006","1.8453","1.8437","1.8474","1.8410","","0.18%"
"20-06-2006","1.8419","1.8406","1.8460","1.8373","","0.04%"
"19-06-2006","1.8412","1.8520","1.8528","1.8370","","-0.49%"
"16-06-2006","1.8503","1.8500","1.8562","1.8470","","0.06%"
"15-06-2006","1.8491","1.8438","1.8547","1.8420","","0.34%"
"14-06-2006","1.8429","1.8346","1.8499","1.8334","","0.54%"
"13-06-2006","1.8330","1.8413","1.8454","1.8317","","-0.46%"
"12-06-2006","1.8415","1.8388","1.8470","1.8380","","0.02%"
"09-06-2006","1.8411","1.8436","1.8485","1.8369","","-0.16%"
"08-06-2006","1.8441","1.8570","1.8577","1.8372","","-0.61%"
"07-06-2006","1.8554","1.8608","1.8648","1.8532","","-0.22%"
"06-06-2006","1.8595","1.8721","1.8774","1.8591","","-0.69%"
"05-06-2006","1.8725","1.8839","1.8880","1.8709","","-0.49%"
"02-06-2006","1.8818","1.8662","1.8861","1.8610","","0.88%"
"01-06-2006","1.8653","1.8711","1.8720","1.8567","","-0.22%"
"31-05-2006","1.8695","1.8824","1.8854","1.8687","","-0.80%"
"30-05-2006","1.8845","1.8588","1.8867","1.8581","","1.34%"
"29-05-2006","1.8595","1.8586","1.8644","1.8566","","0.02%"
"26-05-2006","1.8592","1.8750","1.8763","1.8531","","-0.74%"
"25-05-2006","1.8731","1.8693","1.8763","1.8668","","0.31%"
"24-05-2006","1.8674","1.8794","1.8862","1.8654","","-0.65%"
"23-05-2006","1.8796","1.8857","1.8886","1.8762","","-0.38%"
"22-05-2006","1.8867","1.8769","1.8888","1.8634","","0.48%"
"19-05-2006","1.8777","1.8955","1.8957","1.8703","","-0.92%"
"18-05-2006","1.8952","1.8814","1.8962","1.8799","","0.70%"
"17-05-2006","1.8821","1.8873","1.9025","1.8777","","-0.31%"
"16-05-2006","1.8880","1.8788","1.8897","1.8749","","0.46%"
"15-05-2006","1.8793","1.8978","1.8997","1.8760","","-0.74%"
"12-05-2006","1.8933","1.8833","1.8996","1.8823","","0.61%"
"11-05-2006","1.8819","1.8618","1.8862","1.8532","","0.94%"
"10-05-2006","1.8643","1.8666","1.8733","1.8593","","-0.14%"
"09-05-2006","1.8670","1.8581","1.8689","1.8515","","0.50%"
"08-05-2006","1.8578","1.8625","1.8689","1.8550","","-0.07%"
"05-05-2006","1.8591","1.8522","1.8624","1.8474","","0.38%"
"04-05-2006","1.8521","1.8415","1.8550","1.8336","","0.49%"
"03-05-2006","1.8430","1.8381","1.8477","1.8357","","0.16%"
"02-05-2006","1.8401","1.8236","1.8427","1.8208","","0.79%"
"01-05-2006","1.8256","1.8240","1.8415","1.8206","","0.02%"
"28-04-2006","1.8253","1.8015","1.8271","1.8001","","1.33%"
"27-04-2006","1.8014","1.7846","1.8046","1.7823","","0.98%"
"26-04-2006","1.7840","1.7878","1.7910","1.7802","","-0.20%"
"25-04-2006","1.7875","1.7863","1.7943","1.7827","","-0.03%"
"24-04-2006","1.7881","1.7872","1.7931","1.7795","","0.37%"
"21-04-2006","1.7815","1.7785","1.7846","1.7760","","0.18%"
"20-04-2006","1.7783","1.7918","1.7918","1.7756","","-0.79%"
"19-04-2006","1.7925","1.7830","1.7936","1.7796","","0.54%"
"18-04-2006","1.7828","1.7704","1.7842","1.7680","","0.73%"
"17-04-2006","1.7699","1.7545","1.7748","1.7544","","1.08%"
"14-04-2006","1.7510","1.7522","1.7533","1.7491","","-0.09%"
"13-04-2006","1.7525","1.7499","1.7564","1.7484","","0.14%"
"12-04-2006","1.7501","1.7493","1.7572","1.7461","","0.07%"
"11-04-2006","1.7489","1.7435","1.7500","1.7394","","0.33%"
"10-04-2006","1.7432","1.7428","1.7472","1.7376","","-0.01%"
"07-04-2006","1.7433","1.7514","1.7535","1.7397","","-0.52%"
"06-04-2006","1.7525","1.7530","1.7597","1.7490","","-0.09%"
"05-04-2006","1.7541","1.7546","1.7617","1.7481","","-0.03%"
"04-04-2006","1.7546","1.7400","1.7575","1.7371","","0.86%"
"03-04-2006","1.7397","1.7365","1.7410","1.7251","","0.10%"
"31-03-2006","1.7380","1.7467","1.7476","1.7339","","-0.50%"
"30-03-2006","1.7468","1.7345","1.7484","1.7341","","0.71%"
"29-03-2006","1.7345","1.7429","1.7445","1.7317","","-0.51%"
"28-03-2006","1.7434","1.7471","1.7536","1.7426","","-0.17%"
"27-03-2006","1.7464","1.7432","1.7495","1.7417","","0.23%"
"24-03-2006","1.7424","1.7340","1.7445","1.7311","","0.42%"
"23-03-2006","1.7351","1.7468","1.7472","1.7329","","-0.69%"
"22-03-2006","1.7472","1.7483","1.7508","1.7454","","0.02%"
"21-03-2006","1.7468","1.7560","1.7562","1.7451","","-0.55%"
"20-03-2006","1.7565","1.7556","1.7588","1.7527","","0.00%"
"17-03-2006","1.7565","1.7569","1.7580","1.7512","","-0.04%"
"16-03-2006","1.7572","1.7475","1.7596","1.7441","","0.56%"
"15-03-2006","1.7474","1.7464","1.7494","1.7420","","0.06%"
"14-03-2006","1.7463","1.7344","1.7485","1.7333","","0.80%"
"13-03-2006","1.7324","1.7269","1.7354","1.7234","","0.34%"
"10-03-2006","1.7265","1.7354","1.7399","1.7230","","-0.57%"
"09-03-2006","1.7364","1.7375","1.7412","1.7346","","-0.07%"
"08-03-2006","1.7376","1.7361","1.7419","1.7345","","0.09%"
"07-03-2006","1.7360","1.7501","1.7505","1.7331","","-0.78%"
"06-03-2006","1.7496","1.7578","1.7624","1.7469","","-0.27%"
"03-03-2006","1.7544","1.7536","1.7587","1.7505","","-0.02%"
"02-03-2006","1.7548","1.7497","1.7550","1.7435","","0.35%"
"01-03-2006","1.7487","1.7538","1.7595","1.7463","","-0.29%"
"28-02-2006","1.7538","1.7399","1.7569","1.7377","","0.85%"
"27-02-2006","1.7391","1.7422","1.7453","1.7377","","-0.32%"
"24-02-2006","1.7447","1.7522","1.7537","1.7428","","-0.42%"
"23-02-2006","1.7520","1.7439","1.7555","1.7415","","0.52%"
"22-02-2006","1.7429","1.7458","1.7468","1.7376","","-0.17%"
"21-02-2006","1.7458","1.7441","1.7476","1.7416","","0.10%"
"20-02-2006","1.7440","1.7420","1.7461","1.7407","","0.14%"
"17-02-2006","1.7415","1.7394","1.7428","1.7333","","0.12%"
"16-02-2006","1.7394","1.7407","1.7414","1.7310","","-0.05%"
"15-02-2006","1.7403","1.7363","1.7490","1.7332","","0.24%"
"14-02-2006","1.7362","1.7421","1.7446","1.7280","","-0.33%"
"13-02-2006","1.7419","1.7439","1.7445","1.7368","","-0.12%"
"10-02-2006","1.7440","1.7433","1.7575","1.7410","","0.18%"
"09-02-2006","1.7409","1.7414","1.7465","1.7377","","-0.02%"
"08-02-2006","1.7412","1.7457","1.7472","1.7378","","-0.11%"
"07-02-2006","1.7432","1.7474","1.7515","1.7404","","-0.23%"
"06-02-2006","1.7473","1.7627","1.7642","1.7434","","-0.85%"
"03-02-2006","1.7623","1.7793","1.7808","1.7593","","-1.01%"
"02-02-2006","1.7802","1.7742","1.7815","1.7712","","0.36%"
"01-02-2006","1.7739","1.7786","1.7818","1.7727","","-0.27%"
"31-01-2006","1.7787","1.7678","1.7859","1.7667","","0.58%"
"30-01-2006","1.7684","1.7691","1.7716","1.7635","","0.05%"
"27-01-2006","1.7675","1.7809","1.7876","1.7668","","-0.72%"
"26-01-2006","1.7803","1.7839","1.7889","1.7777","","-0.22%"
"25-01-2006","1.7843","1.7842","1.7932","1.7817","","-0.04%"
"24-01-2006","1.7850","1.7872","1.7897","1.7805","","-0.12%"
"23-01-2006","1.7871","1.7718","1.7882","1.7713","","0.93%"
"20-01-2006","1.7706","1.7585","1.7728","1.7538","","0.64%"
"19-01-2006","1.7593","1.7631","1.7642","1.7528","","-0.19%"
"18-01-2006","1.7627","1.7672","1.7704","1.7586","","-0.27%"
"17-01-2006","1.7674","1.7671","1.7702","1.7586","","-0.06%"
"16-01-2006","1.7684","1.7775","1.7798","1.7642","","-0.39%"
"13-01-2006","1.7753","1.7605","1.7784","1.7593","","0.89%"
"12-01-2006","1.7596","1.7654","1.7726","1.7578","","-0.23%"
"11-01-2006","1.7636","1.7649","1.7674","1.7520","","-0.10%"
"10-01-2006","1.7653","1.7648","1.7700","1.7617","","0.05%"
"09-01-2006","1.7645","1.7689","1.7725","1.7627","","-0.31%"
"06-01-2006","1.7699","1.7556","1.7722","1.7506","","0.89%"
"05-01-2006","1.7542","1.7579","1.7590","1.7485","","-0.23%"
"04-01-2006","1.7583","1.7468","1.7618","1.7451","","0.77%"
"03-01-2006","1.7448","1.7198","1.7477","1.7188","","1.28%"
"02-01-2006","1.7228","1.7216","1.7248","1.7192","","0.10%"
